Task Name;Predecessor Task;Task Status;PIC ECU;ResponsibleRoleName;Process Link in Plib;Artifact Name;Link to Artifacts;LinkedMilestone;Description;Timely relation to milestone [working days];PLib-Version;Effort[ph];Task ID;additionalArtifacts;Study Project;SWaaP;Option: Product licensed to customer?;Option: External Suppliers in the (Sub)project?;Option: RB internal SW-Supplier which does not follow PS-EC guidelines (except BSW supply);Option: Endeavour is a Innovation Topic;Option: OBD responsibility is at RB;Option: Config Management strategy is different to generic one;Option: SW Sharing done in Project;Option: Project is not a successor project;Option: Security relevant Requirements exist;Option: ASIL D;Option: ASIL C;Option: ASIL B;Option: ASIL A;Option: QM;Option: EDC17 Project;Option: SWaaP is a customer project
PVER Creation: Generate the SSD rules file and perform a syntax check for an data set;NA;Valid;A,B,C,D;SW SD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CSSD-Delivery+for+Program+Version+%28PVER%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SSD Checklist;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CSSD+Checklist&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series,Series - Major,Final - Major,Final;;0;5.6;60;PVER_Creation_004;;;;;;;;;;;;;;;;;;;
PVER Creation: Check the development environment setup by configuring the required and valid versions of tools;NA;Valid;A,B,C,D;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CProgram+Version+Configuration%7CSetup+the+development+environment&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Program Version (PVER) Sources;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+%28PVER%29+Sources&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Preliminary,Preliminary - Major,Prototype,Series, Series - Major,Final - Major,Final;;0;5.6;20;PVER_Creation_001;;;;;;;;;;;;;;;;;;;
Project Setup: Set up the OEM Cooperation Model SW-Sharing;NA;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SW%3A+Set+up+project+development+infrastructure&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;BCM Shared Build Contract;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=BCM+Shared+Build+Contract&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0;;0;5.8;22;Project_Setup_014;BCM_SW_Sharing_Contract,BCM_SWSH_Interface_Specification;;;;;;;;;Y;;;;;;;;;
Project Setup: Conduct PIA workshop;PMP_008;Valid;A,B;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Planning+and+Preparation%28ECU%29%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;QGP0,SW-QGP0,SW-QGC0;;0;5.6;32;Project_Setup_013;;;;;;;;;;;;;;;;;;;
Project Setup: in iGPM-MCR - Plan Project Cost, Ressources and update PIC, PII (Flow categry) and ASIL level;NA;Valid;A,B,C,D;PjM ECU;;Effort Estimation ECU Project;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CEffort+Estimation+ECU+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QGP0,SW-QGP0,SW-QGC0;;0;5.6;6;Project_Setup_012;;;;;;;;;;;;;;;;;;;
Project Setup: Prepare Project specific PRM strategy (Check if generic strategy fits for your project);PMP_002;Valid;A,B,C;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project specific Problem Resolution Management strategy;http://fe-ecupkit.de.bosch.com/PDP/Procedure/mdSP_Problem_Resolution_Strategy.ppt;SW-QGC0,QGP0,SW-QGP0;;0;5.6;2;Project_Setup_006;;;;;;;;;;;;;;;;;;;
Project Setup: Prepare the RASIC for PVER Initial Calibration (tlCE_RASIC_PVER_Initial_Calibration) and agree with Calibration team;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;RASIC_PVER_Initial_Calibration;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0;;0;5.6;1;Project_Setup_005;;;;;;;;;;;;;;;;;;;
Project Setup: Prepare and conduct Kick-Off meeting with involved stakeholders;PMP_008;Valid;C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Kick Off Protokol;;SW-QGC0,QGP0,SW-QGP0;;0;5.6;26;Project_Setup_004;;;;;;;;;;;Y;;;;;;;;
Project Setup: Develop the Project Charter and get approval for it;Project_Setup_012;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Charter;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Charter&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;21;Project_Setup_003;;A,B,C,D;A,B,C,D;;;;;;;;;;;;;;;;
Project Setup: Set up ProjectStorage in ILM@Sharepoint;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Management+Procedures%7CMD+Project+Folder+Structure&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;Create an appropriate folder structure for the project and store the project documents in project folder (refer CM-Plan) and assign user rights to Project Team Members.;0;5.6;18;Project_Setup_002;;;;;;;;;;;;;;;;;;;
Project Setup: Analyze LL from other similar projects and consider taking over best practics (complaints taken over as requirements);NA;Valid;A,B,C;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;LL-Compliance-List;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=LL-Compliance-List&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0;;0;5.6;17;Project_Setup_001;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project closure: Close contracts of external deliveries if any;Project_closure_005;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Customer-SOP;;0;5.6;8;Project_closure_007;;;;;;;;;;;;;;;;;;;
Project closure: Update the security relevant documents and handover security responsibility to Product Responsible Department or Individual (PRD);Project_closure_003;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Customer-SOP;;0;5.6;4;Project_closure_006;;;;;;;;;;;;;;;;;;;
Project closure: Update Project End status in MCR and update to all stakeholders;Project_closure_001;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Customer-SOP;;140;5.6;12;Project_closure_005;;;;;;;;;;;;;;;;;;;
Project closure: Transfer project information to the series maintenance team or Line Manager (Incase of CE;Project_closure_001;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Customer-SOP;;140;5.6;9;Project_closure_004;;;;;;;;;;;;;;;;;;;
Project closure: Perform Project completion meeting with the RB project stakeholders. Do LL in the meeting;Project_closure_002;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Customer-SOP;;140;5.6;3;Project_closure_003;;;;;;;;;;;;;;;;;;;
Project closure: Perform project completion meeting with customer, perform Lessons Learnt and agreement on project closure;NA;Valid;A,B,C;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Lessons Learned-Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Lessons+Learned-Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Customer-SOP;;140;5.6;4;Project_closure_002;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project closure: Archive Project Folder and project-specific information for future reference;Project_closure_007;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Archive of Project Documents;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CArchive+of+Project+Documents&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Customer-SOP;;140;5.6;12;Project_closure_001;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Plan for developing the SW-Config for Series Population;NA;Valid;A,B,C,D,E;SPjM SW;NA;NA;NA;Start EWAK;"Get in Touch with your SPjM HW to clarify the exact timeline. 
Remark: For complex and innovative xCUs usually 7 months prior to the EWAK the HW Team finished the part list --> this is the Requirement for SW-Development to configure the SW accordingly";-196;5.8;1;Project_066;;;;;;;;;;;;;;;;;;;
Project: Plan for SW-Sharing Requirements;Project_009;Valid;A,B,C,D;SWSH-M;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=BCM+SWSH+Compiler&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;BCM SWSH Compiler;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=BCM+SWSH+Compiler&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Minor,Major,Series, Series - Major,Final - Major,Final;;-28;5.8;22;Project_065;;;;;;;;;;Y;;;;;;;;;
Project: Identify the Reference SW Architecture to be used;NA;Valid;A,B;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Identify+the+Reference+SW+Architecture+to+be+used&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW Architecture Carry Over Criteria and Decision;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SW+Architecture+Carry+Over+Criteria+and+Decision&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0;;0;5.8;29;Project_064;;;A,B,C,D,E;;;;;;;;;;;;;;;;
"Project: Plan for ""Management of technical debt"" in the projects";NA;Valid;A,B,C,D;SPjM SW;https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;SW-QGC0,QGP0,SW-QGP0;"Plan for technical debt
Evaluate Technical Debt costs in the project acc. cost model and consider them in project cost estimation
Decide on cleaning-up or keeping Technical Debt";0;5.8;3;Project_063;;;;;;;;;;;;;;;;;;;
Project: create Focus Matrix and ensure continuous maintenance of it;Scoping_003;Valid;A,B,C;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Product+Engineering+%28PE%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Focus Matrix;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CFocus+Matrix&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QGP0,SW-QGP0,SW-QGC0;;0;5.6;19;Project_062;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGP2;Project_060;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGP2;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_061;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGP2;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGP2;;0;5.6;3;Project_060;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGP0;Project_058;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGP0;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_059;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGP0;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGP0;;0;5.6;3;Project_058;;;;;;;;;;;;;;;;;;;
Project: Perform Review of QGP2;Project_056;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;QGP2;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_057;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform QGP2;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;QGP2;;0;5.6;3;Project_056;;;;;;;;;;;;;;;;;;;
Project: Perform Review of QGP0;Project_054;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;QGP0;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_055;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform QGP0;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;QGP0;;0;5.6;3;Project_054;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGC4;Project_052;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGC4;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_053;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGC4;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGC4;;0;5.6;3;Project_052;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGC0;Project_050;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGC0;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_051;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGC0;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGC0;;0;5.6;3;Project_050;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGR;Project_048;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGR;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_049;;;;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGR;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGR;;0;5.6;3;Project_048;;;;;;;;;;;;;;;;;;;
Project: Perform Review of SW-QGF;Project_046;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG Review Minutes;;SW-QGF;If necessary do the Risk Assessment and get approval to it.;0;5.6;2;Project_047;;;A,B,C;;;;;;;;;;;;;;;;
Project: Prepare and Perform SW-QGF;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;QG in QAT;;SW-QGF;;0;5.6;3;Project_046;;;;;;;;;;;;;;;;;;;
Project: Update the project artefacts as per new Plib release;NA;Valid;A,B,C,D;PjM ECU;;;;SW-QGC0,SW-QGC4,QGP0,SW-QGP0,QGP2,SW-QGP2,SW-QGB;Link Not required;140;5.6;5;Project_035;;;;;;;;;;;;;;;;;;;
Project: Update the hazard analysis beginning of each subphase;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CExecute+project+plans%2C+monitor+%26+control+Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Hazard Analysis;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CQuotation+Process%7CHazard+Analysis&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0,SW-QGR; ;-49;5.6;10;Project_031;;;A,B,C,D,E;;;;;;;;;;;;;;;;Y
Project: Take appropriate measures to ensure the customer is aware of and accepts the limitations and restrictions related to a Prototype-SW;PVER_Creation_005;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+%28PVER%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVER Delivery Documentation ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Delivery+Documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Prototype;;0;5.6;3;Project_030;;A,B,C,D;;;;;;;;;;;;;;;;;
Project: Review the SW resource plan against the actual utilization and update Project resource plan.;NA;Valid;A,B,C;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CTrack+SW+resources&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW Resource Project Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CSW+Resource+Project+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series,Series - Major,Final - Major,Final;Define measures for any deviations;-28;5.6;6;Project_029;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Prepare Project-Reporting to PRC;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CManage+Project+Stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PRC Template;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CPRC+Template&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series, Series - Major,Final - Major,Final;"If possible use ProMotion reporting Tool https://abt-measdb-pmo.de.bosch.com/CPCBBMOpt/Default.aspx
get approvals for important issues (PMP, QG result, budget change etc ...) and for any deviations";0;5.6;9;Project_028;;A,B,C,D;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Register all requirements and categorize the I-SW as Functional, defect or non-functional;Stakeholder_Requirements_001;Valid;A,B,C,D;SW SD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CChange+Request+Management+%28SYS+%26+SW%29%7CChange+Request+Registration+Subproject+SW%7CRegister+a+new+Issue+SW&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Issue SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CIssue+SW&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series,Series - Major,Final - Major,Final;;-49;5.6;42;Project_027;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Plan the removal of MISRA 2012 mandatory and AooB warnings;PVER_Delivery_023;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CSW%3A+Maintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Series, Series - Major;;-140;5.6;4;Project_025;;;;;;;;;;;;;;;;;;;
Project: Plan SW-QGF;NA;Valid;A,B,C,D,E;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Series, Series - Major;;0;5.6;3;Project_022;;;;;;;;;;;;;;;;;;;
