TaskID;TaskName;TaskStatus;ResponsibleRoleName;ProcessLink;Artifact;Description;TimelyRelation;PLibVersion;Milestones;ImpactCategory;PredecessorTasks;OptimisticEstimate;OptimisticEstimateComment;MostLikelyEstimate;MostLikelyEstimateComment;PessimisticEstimate;PessimisticEstimateComment;FinalEstimation;LessonsLearntFactor;EffortEstimation;RemarksAssumptions;StudyProject;SWaaP;ProductLicensedToCustomer;ExternalSuppliers(Sub)project;RBInternalSWSupplierNoPSECGuidelines;EndeavourIsInnovation;OBDResponsibilityIsAtRB;NonGenericConfigManagement;SWSharingIsDoneInProject;PrjIsNotSuccessorProject;HasSecurityRelevantRequirements;ASILD;ASILC;ASILB;ASILA;QM;EDC17Prj;SWaaPIsCustPrj
Safety_032;PMP: update the Project Management Plan and get review to it;2;4;;;;0;2;7;"1;2;3;4;5";;4;small number of changes (10-15ISW);8;Medium content, 15-30 ISW;12;30+ ISW with complex changes;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_033;Safety: Complete DIA and Ensure the DIA is agreed and approved/signed by customer.;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CPlan+%26+Carry+out+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;20;the existing platform relevance assessment checklist shall be taken;0;1;1;"1;2;3;4";"PMP_002;Safety_014;Safety_015";40;Wenig Änderungen/geringeres Delta-LH;80;Normaler Änderungshub;160;Grosser Änderungshub, neues LH mit neuen Sicherheitsmechanismen;86,66666667;1;87;;"1;2;3;4;5";"1;2;3";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;WAHR
Safety_034;Safety: Plan for Functional safety assessment for ASIL C, ASIL D projects;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CPlan+%26+Carry+out+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;35;;0;1;"1;4;8";"1;2;3;4";Safety_015;15;very few wokpackages (<4);35;>3 and <10;70;>9;37,5;0,25;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_035;Safety: Plan for Functional safety assessment for ASIL B*, ASIL C, ASIL D projects;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;100;Kleines Sicherheitsziel;450;Mittleres Sicherheitsziel;600;Grosses Sicherheitsziel;416,6666667;1;417;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_036;Procurement: Perform acceptance test -  Check for the required maturity of the SW elements or data that are provided by external services;2;4;;;;0;2;5;"1;2;3;4;5";;10;very few or no codex cases in the project;16;few codex cases easily colsed;24;Many codex cases need lot of tracking;16,33333333;1;16;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_037;Safety: Perform the FuSi Item definition (if not provided from Customer);1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CPlan+%26+Carry+out+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;44;;0;1;1;"1;2;3;4";Safety_015;60;Small scope of changes to safety mechanisms (QSOP: no safety changes);140;Normal scope of changes (QSOP: no safety changes);500;Initial creation, large scope of changes (QSOP: no safety changes);186,6666667;1;187;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
Safety_038;Safety: Perform the Safety Case Confirmation review with the required level of independence and release the Safety Case;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CComplete+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;14;;0;1;3;"1;2;3;4;5";;16;minor red items can be closed with some tracking;32;tracking with multiple teams;60;many red items needs PRM;34;1;34;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
Safety_039;Safety: Plan the update of the Hazard Analysis in the Time schedule ECU & SW;2;4;;;;0;2;"4;8";"1;2;3;4;5";;120;"Use of RB H&R, definition of the safety goals for which RB is responsible and those in customer responsibility; little clarification";320;"Use of RB H&R, definition of the safety goals for which RB is responsible and those in customer responsibility; Normal clarification effort (experience value BMW-IK)";1000;Creation of new H&R based on customer drivetrain -> actually a topic for own offer/project. Effort unknown, probably (depending on what is already available) > 1 PJ;400;1;400;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_040;Safety: Perform Hazard Analysis and Risk assessment H&R incl. Review;2;4;;;;0;2;"4;8";"1;2;3;4;5";;40;Few changes/smaller delta-LH;80;Normal scope of changes;160;Large scope of changes, new LH with new security mechanisms;86,66666667;1;87;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_041;Safety: Perform Impact Analysis (IA);2;4;;;;0;2;"4;8";"1;2;3;4;5";;60;Small scope of changes to safety mechanisms (QSOP: no safety changes);140;Normal scope of changes (QSOP: no safety changes);500;Initial creation, large scope of changes (QSOP: no safety changes);186,6666667;1;187;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_042;Safety: complete Functional safety concept for the project based on the safety goals;2;4;;;;0;2;"4;8";"1;2;3;4;5";;10;Small changes;20;medium size project few tracking items;90;Lagre changes with many open items;30;1;30;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_043;Safety: Perform review of Functional safety concept;2;4;;;;0;2;"4;8";"1;2;3;4;5";;10;Small scope of changes (QSOP: no safety changes);30;Normal scope of changes (QSOP: no safety changes);60;Large scope of changes (QSOP: no safety changes);31,66666667;1;32;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_044;Safety: create safety plan, coordinate and track the progress of the safety activities in accordance with safety plan;2;4;;;;0;2;"4;8";"1;2;3;4;5";;40;Small scope of changes (QSOP: no safety changes);80;Normal scope of changes (QSOP: no safety changes);60;Large scope of changes (QSOP: no safety changes);70;1;70;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_045;Safety: Plan Safety analyses and dependent failure analyses according to the PS-EC strategy;2;4;;;;0;2;"4;8";"1;2;3;4;5";;25;Adaptation of existing FMEDA for security target;50;New FMEDA for security target, few affected(touched) components;200;New FMEDA for security target, many affected(touched) components;70,83333333;1;71;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_046;Safety: Plan Quantitative Analysis (FMEDA);2;4;;;;0;2;"4;8";"1;2;3;4;5";;100;No Security target;450;Normal scope of Security target;600;Large scope of Security target;416,6666667;1;417;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_047;Safety: Plan Deductive Analysis (FTA);2;4;;;;0;2;"4;8";"1;2;3;4;5";;40;Small scope of changes (QSOP: no safety changes);40;Normal scope of changes (QSOP: no safety changes);160;Large scope of changes (QSOP: no safety changes);60;1;60;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_048;Safety: Create safety case;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;Small scope of changes (QSOP: no safety changes);15;Normal scope of changes (QSOP: no safety changes);32;Large scope of changes (QSOP: no safety changes);16,66666667;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_049;Safety: Plan confirmation measure/reviews- according to ISO 26262-2, project dependent safety management;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;Small scope of changes (QSOP: no safety changes);16;Normal scope of changes (QSOP: no safety changes);30;Large scope of changes (QSOP: no safety changes);17;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_050;Safety: Plan for Functional safety assessment for ASIL B*, ASIL C, ASIL D projects;2;4;;;;0;2;"4;8";"1;2;3;4;5";;4;Small scope of changes (QSOP: no safety changes);40;Normal scope of changes (QSOP: no safety changes);120;Large scope of changes (QSOP: no safety changes);47,33333333;1;47;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_051;Safety: Plan for tool classification and qualification according to ISO 26262 requirements;2;4;;;;0;2;"4;8";"1;2;3;4;5";;10;based on previous Project;15;process known to PrL;30;process new to PrL;16,66666667;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_052;Safety: Implement the requirements to functional safety (ISO 26262) according to project planning.;2;4;;;;0;2;7;"1;2;3;4;5";;8;small sized project;16;medium size project;32;large and complex project;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_053;Safety:Perform Deductive Analysis for ASIL C, ASIL D projects;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CComplete+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;34;;0;1;"2;5;9";"1;2;3;4";;16;Small scope of changes (QSOP: no safety changes);24;Normal scope of changes (QSOP: no safety changes);40;Large scope of changes (QSOP: no safety changes);25,33333333;6;152;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_054;Safety: Review the ECU-MST test cases;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CChange+based+Development%7CECU+System+Test+%28CbD%29%7CECU+Monitoring+%26+Safety+Test%7CPerform+VRT+tests&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;113;;0;1;"22;23";"1;2;3;4;5";;1;carry over project;4;Medium changes;8;Large project with many safety changes;4,166666667;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Safety_055;Safety: perform the Impact analysis confirmation review;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CPlan+%26+Carry+out+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;42;;0;1;"3;5;9";"1;2;3;4;5";;4;4-6 requirements, clear requirements and dates from customer;8;4-6 requirements, clear requirements and dates from customer;24;30-50 requirements. Many clarifications, inexperienced team;10;1;10;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
Safety_056;Safety: Check of external measures and other technologies;1;17;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Check+of+external+measures+and+other+technologies&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;118;"For Initial projects to be done 6-9 months before QGC4
For follow up projects 2-3 months before QG4";-270;3;2;"1;2;3;4;5";Safety_012;2;No external Measures or Technologies;15;very few external measures or technologies;50;many external measures or technologies;18,66666667;1;19;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
Sample_Delivery_001;Sample Delivery: Create Indi-Spec (ECU Individualization Specification) for B-Sample;1;15;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=ECU+Individualization+Specification&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;23;;-42;1;"10;11";"1;2;3;4";PVER_Delivery_012;4;check for changes with result indi-spec does not need changes;8;knwon product, typical changes;12;complex product, new generation;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Sample_Delivery_002;Sample Delivery: Create Indi-Spec (ECU Individualization Specification) for C-Sample;1;15;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=ECU+Individualization+Specification&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;23;;-42;1;"12;13";"1;2;3;4";PVER_Delivery_012;1;check for changes with result indi-spec does not need changes;8;knwon product, typical changes;32;complex product, new generation;10,83333333;1;11;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Sample_Delivery_005;Sample Delivery: Create Indi-Spec (ECU Individualization Specification) for EWAK;2;4;;;;0;2;24;"1;2;3;4;5";;4;Only report generation, and no change completed to previous delivery;8;few FCs with complexity needs follow up;16;many FC with complexity needs follow up;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Scoping_001;Scoping: Collect change requests for the definition of market segments and product lines;1;19;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Collect+change+requests+for+the+definition+of+market+segments+and+product+lines&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;"18;144";;0;1;"4;8";"1;2;3;4";;2;Small changes;3;medium size project few tracking items;5;Lagre changes with many open items;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Scoping_002;Scoping: Enter the functional and non-functional requirements planned for the next project phase into the Tool (e.g. Doors or DNG) and define the acceptance criteria;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;small sized project;16;medium size project;32;large and complex project;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Scoping_003;Scoping: Assessment of BES-PE basic requirements;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Product+Engineering+%28PE%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;68;Use the BES PE checklist;0;1;"1;4;8";"1;2;3";Scoping_001;8;small changes to existing design;16;more changes to an existing design;40;new design to be created for that SW version;18,66666667;1;19;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_001;Security: Complete Development Interface Agreement (DIA) Security;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CCarry+out+Security+specific+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;22;;0;1;7;"1;2;3;4";;24;"depends on awareness of OEM about on these concepts.
Good understandig";40;medium size project few tracking items;60;Lagre changes with many open items;40,66666667;1;41;;;"1;2;3";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
Security_003;Security: Complete the Security Relevance Statement;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCarry+out+Security+specific+activities+in+Project+preparation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;89;"for all COTS products without any Software / Calibration changes
the existing platform relevance assessment checklist shall be taken";0;1;"1;4;8";"1;2;3;4";;16;Bei BMW nicht in Unserer Hand -> keine Erfahrungswerte;30;Erstellung neuer items wenig Kundenwiderstand;40;Erstellung neuer items, Kundenwiderstand und Klärung zu Verantwortlichkeiten;29,33333333;1;29;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
Security_004;Security: Conduct the Threat & Risk Analysis Security for the product and derive the Requirements specification security;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CCarry+out+Security+specific+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;"107;140;141;142";Shall be taken over from the Platfrom project in case if there is no customer specific changes implemented with regard to product Security features;-49;1;"16;17;22;23";"1;2;3";"Security_001;Security_003";24;Good Understanding about the security process + security specific requirements from OEM;60;medium size project few tracking items;90;Large changes with many open items;59;1;59;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_005;Security: Perform Data Protection & IoTP Relevance Assessment;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CData+Protection+and+IoTP+Checklist&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;17;"for all COTS products without any Software / Calibration changes
the existing platform relevance assessment checklist shall be taken";0;1;"1;4;8";"1;2;3;4";Safety_004;8;No personal relevant data is stored in the product. In that case, only 2 questions are to be filled in the sheet;80;DSP needs to be introdcued and data handling to be analyzed -- amount of data set is less and not critical/sensitive;200;Amount of data set is more and high impact on several modules;88;1;88;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
Security_006;Project: Create the detailed planning for the integration of the program version and plan the required tests. Update the PVP accordingly;2;4;;;;0;2;"15;16;22;23";"1;2;3;4;5";;1;"""SST Light -  with only application change
no change in boot control""";60;After first release, if change is observed in boot control for upcoming releases;120;For first time of complete SST;60,16666667;1;60;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_007;Security: Create project specific security Issue response plan;1;4;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CCarry+out+Security+specific+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;88;Get in touch with PSecM to update this plan;0;1;"1;4;8";"1;2;3;4;5";Security_004;16;Smalll sized project;32;medium sized project;40;large sized project;30,66666667;1;31;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_008;Security: Create security bill of materials for the project;1;4;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Views+%26+Use-Cases%7CSecurity+Engineering+Process&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;87;Get in touch with PSecM to update this plan;0;1;1;"1;2;3;4;5";Security_007;16;Smalll sized project;32;medium sized project;40;large sized project;30,66666667;1;31;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_009;Security: Revisit and update project specific security Issue response plan;1;4;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CSecurity+Issue+Response+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;88;;0;1;"2;3;5;7;9";"1;2;3;4;5";Security_007;2;no changes in the plan;4;few changes in the plan;8;More changes in the plan;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_010;Security: Revisit and update security bill of materials for the project;1;4;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CSecurity+Bill+of+Materials&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;87;;0;1;"16;17;22;23";"1;2;3;4;5";;2;minor updates;4;few updates;8;major updates;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_011;Security: Re-check relevance of Data Protection / IoT-Principles;1;4;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementName=Security+Engineering+Process&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;17;;0;1;"5;7;9";"1;2;3;4";;2;small BugfixSW;4;standard SW till I400 typically;12;huge SW with Development effort of Issues >10.000h and many new features;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_012;Security: Perform Threat and Risk analysis (TARA);2;4;;;;0;2;"5;9";"1;2;3;4;5";;1;"for few projects answer is always ""relevance given""";10;new project, experienced PjM;25;complex project, new product;11;1;11;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_013;Security: Perform Security Relevance Assessment latest by SE3.;2;4;;;;0;2;9;"1;2;3;4;5";;16;;30;;40;;29,33333333;1;29;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_014;Security: Project-specific Security Issue Response Plan is up-to-date.;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;no changes in the plan;4;few changes in the plan;8;More changes in the plan;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_014a;RM: Set up Risk list and start Risk Management activities;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;1;"for few projects answer is always ""relevance given""";10;new project, experienced PjM;25;complex project, new product;11;1;11;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_015;Security: Project-specific SecBOM is up-to-date.;2;4;;;;0;2;9;"1;2;3;4;5";;2;minor updates;4;few updates;8;major updates;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_015a;Security: Complete the Security Relevance Statement;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;5;experience from last project;10;new project, experienced PjM;25;less experience;11,66666667;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Security_016;Security: maintain the Threat & Risk Analysis Security for the product;2;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CCarry+out+Security+specific+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;107;;0;3;"16;17;22;23";"1;2;3;4";Security_004;1;Project is based on a previous project;4;Usual PIC (B or C), experienced CM-R;7;huge project. Less experience of CM-R;4;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
